Frequency (Hz)	Level (dB)
3205.755615	-88.008003
3208.447266	-81.953102
3211.138916	-77.841766
3213.830566	-78.555367
3216.522217	-79.819824
3219.213867	-83.467484
3221.905518	-79.251076
3224.597168	-78.688461
3227.288818	-78.432831
3229.980469	-76.250061
3232.672119	-75.651169
3235.363770	-77.388992
3238.055420	-81.685722
3240.747070	-81.024529
3243.438721	-78.440445
3246.130371	-79.318481
3248.822021	-78.314240
3251.513672	-78.494118
3254.205322	-76.864632
3256.896973	-80.579346
3259.588623	-78.935753
3262.280273	-79.698868
3264.971924	-86.510368
3267.663574	-83.711182
3270.355225	-82.911942
3273.046875	-84.598991
3275.738525	-74.642281
3278.430176	-78.800301
3281.121826	-80.400986
3283.813477	-78.099098
3286.505127	-81.319862
3289.196777	-96.377823
3291.888428	-89.113220
3294.580078	-92.502136
3297.271729	-85.090813
3299.963379	-84.380943
3302.655029	-87.024475
3305.346680	-86.725266
3308.038330	-94.756821
3310.729980	-89.089943
3313.421631	-87.086243
3316.113281	-87.041580
3318.804932	-86.824638
3321.496582	-88.385796
3324.188232	-92.087158
3326.879883	-93.442062
3329.571533	-96.802711
3332.263184	-91.445030
3334.954834	-85.766739
3337.646484	-84.892479
3340.338135	-86.108971
3343.029785	-90.862991
3345.721436	-91.296631
3348.413086	-92.516342
3351.104736	-89.057259
3353.796387	-88.258156
3356.488037	-88.858246
3359.179688	-83.332970
3361.871338	-85.501106
3364.562988	-97.839729
3367.254639	-88.330856
3369.946289	-87.280266
3372.637939	-92.236755
3375.329590	-95.511093
3378.021240	-101.688972
3380.712891	-86.580269
3383.404541	-82.850845
3386.096191	-83.575890
3388.787842	-85.952843
3391.479492	-82.930397
3394.171143	-81.608299
3396.862793	-84.379234
3399.554443	-88.284668
3402.246094	-83.748260
3404.937744	-82.293381
3407.629395	-86.236832
3410.321045	-91.753380
3413.012695	-94.961960
3415.704346	-89.474823
3418.395996	-84.046524
3421.087646	-84.070671
3423.779297	-84.862587
3426.470947	-81.657448
3429.162598	-82.395126
3431.854248	-91.629425
3434.545898	-90.016502
3437.237549	-87.175514
3439.929199	-86.980789
3442.620850	-89.174370
3445.312500	-96.915092
3448.004150	-89.400810
3450.695801	-87.025330
3453.387451	-86.176010
3456.079102	-86.936073
3458.770752	-91.151535
3461.462402	-88.528358
3464.154053	-85.381294
3466.845703	-88.142494
3469.537354	-82.831848
3472.229004	-84.020035
3474.920654	-94.412643
3477.612305	-98.014046
3480.303955	-97.281639
3482.995605	-92.192261
3485.687256	-90.601341
3488.378906	-84.862274
3491.070557	-80.807648
3493.762207	-83.689064
3496.453857	-89.039558
3499.145508	-86.006950
3501.837158	-85.488182
3504.528809	-91.390335
3507.220459	-92.253624
3509.912109	-82.561859
3512.603760	-77.511116
3515.295410	-81.609467
3517.987061	-89.187912
3520.678711	-95.054390
3523.370361	-95.467400
3526.062012	-92.301636
3528.753662	-84.801193
3531.445312	-82.638916
3534.136963	-76.541763
3536.828613	-79.786285
3539.520264	-89.731644
3542.211914	-85.347191
3544.903564	-85.929237
3547.595215	-89.981453
3550.286865	-87.458069
3552.978516	-86.283958
3555.670166	-77.902977
3558.361816	-80.624306
3561.053467	-89.734230
3563.745117	-89.746681
3566.436768	-92.591415
3569.128418	-91.523933
3571.820068	-86.488831
3574.511719	-82.855247
3577.203369	-81.438202
3579.895020	-85.390465
3582.586670	-95.241684
3585.278320	-92.491516
3587.969971	-87.663116
3590.661621	-88.175621
3593.353271	-85.761192
3596.044922	-81.495384
3598.736572	-82.044075
3601.428223	-87.294563
3604.119873	-97.385529
3606.811523	-93.099930
3609.503174	-89.102966
3612.194824	-90.297684
3614.886475	-92.286697
3617.578125	-80.719673
3620.269775	-77.181572
3622.961426	-84.316208
3625.653076	-89.176018
3628.344727	-90.087013
3631.036377	-97.788818
3633.728027	-92.513725
3636.419678	-87.027710
3639.111328	-85.784798
3641.802979	-86.932716
3644.494629	-93.226578
3647.186279	-87.604019
3649.877930	-89.342789
3652.569580	-91.145218
3655.261230	-90.823082
3657.952881	-90.826355
3660.644531	-90.438133
3663.336182	-86.635216
3666.027832	-92.977829
3668.719482	-92.152191
3671.411133	-90.853760
3674.102783	-91.888985
3676.794434	-92.111656
3679.486084	-89.205009
3682.177734	-88.010368
3684.869385	-87.257767
3687.561035	-94.499748
3690.252686	-96.196503
3692.944336	-92.411865
3695.635986	-90.207108
3698.327637	-90.363091
3701.019287	-88.409706
3703.710938	-81.018753
3706.402588	-79.390549
3709.094238	-85.726151
3711.785889	-90.085144
3714.477539	-100.595131
3717.169189	-102.948608
3719.860840	-99.348000
3722.552490	-95.099411
3725.244141	-81.402466
3727.935791	-77.289543
3730.627441	-84.569794
3733.319092	-91.504135
3736.010742	-86.820572
3738.702393	-87.464554
3741.394043	-86.893341
3744.085693	-87.342545
3746.777344	-88.893990
3749.468994	-81.047432
3752.160645	-85.208755
3754.852295	-99.492203
3757.543945	-95.193306
3760.235596	-93.905327
3762.927246	-96.023933
3765.618896	-88.756523
3768.310547	-88.466537
3771.002197	-82.767059
3773.693848	-85.786743
3776.385498	-89.881226
3779.077148	-90.294197
3781.768799	-90.615280
3784.460449	-89.948380
3787.152100	-92.797699
3789.843750	-86.677841
3792.535400	-83.959328
3795.227051	-91.486259
3797.918701	-98.939011
3800.610352	-103.996086
3803.302002	-97.887825
3805.993652	-95.379677
3808.685303	-91.220741
3811.376953	-90.843338
3814.068604	-97.202469
3816.760254	-94.899071
3819.451904	-96.758904
3822.143555	-97.664635
3824.835205	-94.884560
3827.526855	-92.996552
3830.218506	-94.753586
3832.910156	-94.803955
3835.601807	-95.902100
3838.293457	-93.670624
3840.985107	-92.904877
3843.676758	-94.427750
3846.368408	-89.948021
3849.060059	-86.822227
3851.751709	-89.665276
3854.443359	-90.543053
3857.135010	-91.301712
3859.826660	-90.511612
3862.518311	-93.318626
3865.209961	-95.013641
3867.901611	-97.674919
3870.593262	-93.789307
3873.284912	-93.966545
3875.976562	-99.135330
3878.668213	-96.343208
3881.359863	-91.412506
3884.051514	-87.625076
3886.743164	-85.596024
3889.434814	-87.254875
3892.126465	-89.065796
3894.818115	-92.275589
3897.509766	-92.836609
3900.201416	-91.002495
3902.893066	-93.493988
3905.584717	-93.778748
3908.276367	-92.718742
3910.968018	-92.875084
3913.659668	-97.973618
3916.351318	-97.855064
3919.042969	-96.275452
3921.734619	-90.358574
3924.426270	-88.765747
3927.117920	-90.780563
3929.809570	-90.550438
3932.501221	-88.089935
3935.192871	-88.263710
3937.884521	-86.888390
3940.576172	-91.800926
3943.267822	-94.712242
3945.959473	-94.884850
3948.651123	-93.403038
3951.342773	-97.088684
3954.034424	-99.741196
3956.726074	-100.519226
3959.417725	-96.607224
3962.109375	-92.765503
3964.801025	-86.493111
3967.492676	-90.949570
3970.184326	-91.767258
3972.875977	-88.019936
3975.567627	-88.590118
3978.259277	-88.902023
3980.950928	-90.116425
3983.642578	-99.794487
3986.334229	-95.465973
3989.025879	-96.981529
3991.717529	-93.799850
3994.409180	-91.813286
3997.100830	-89.503632
3999.792480	-88.298630
4002.484131	-89.880020
4005.175781	-89.061272
4007.867432	-83.303215
4010.559082	-84.812218
4013.250732	-90.962860
4015.942383	-90.916481
4018.634033	-90.458992
4021.325684	-91.536758
4024.017334	-89.738930
4026.708984	-84.877609
4029.400635	-81.817490
4032.092285	-86.895699
4034.783936	-96.288223
4037.475586	-97.868401
4040.167236	-91.245628
4042.858887	-88.673172
4045.550537	-94.362633
4048.242188	-87.201294
4050.933838	-82.096558
4053.625488	-90.082771
4056.317139	-93.138100
4059.008789	-90.621063
4061.700439	-92.378426
4064.392090	-89.188286
4067.083740	-93.458420
4069.775391	-85.706085
4072.467041	-77.404968
4075.158691	-82.079262
4077.850342	-93.594765
4080.541992	-93.379051
4083.233643	-89.777580
4085.925293	-88.953590
4088.616943	-95.317787
4091.308594	-86.373222
4094.000244	-78.982674
4096.691895	-81.301399
4099.383545	-91.783394
4102.075195	-94.118591
4104.766846	-93.371399
4107.458496	-92.052002
4110.150146	-90.989067
4112.841797	-87.750168
4115.533447	-84.048553
4118.225098	-85.937347
4120.916748	-87.793953
4123.608398	-88.138939
4126.300049	-88.392006
4128.991699	-88.081169
4131.683350	-90.115540
4134.375000	-92.160530
4137.066650	-82.883423
4139.758301	-83.501923
4142.449951	-86.975395
4145.141602	-90.706131
4147.833252	-90.886543
4150.524902	-90.508850
4153.216553	-89.831711
4155.908203	-89.698700
4158.599854	-84.874840
4161.291504	-88.335754
4163.983154	-89.584045
4166.674805	-88.809883
4169.366455	-87.822861
4172.058105	-91.142715
4174.749756	-89.357903
4177.441406	-83.139481
4180.133057	-77.410568
4182.824707	-80.255630
4185.516357	-87.219566
4188.208008	-93.252831
4190.899658	-92.210899
4193.591309	-92.218361
4196.282959	-91.271889
4198.974609	-85.490280
4201.666260	-80.012291
4204.357910	-82.493446
4207.049561	-91.778374
4209.741211	-90.630234
4212.432861	-89.346146
4215.124512	-89.427910
4217.816162	-90.933716
4220.507812	-86.794624
4223.199463	-80.283386
4225.891113	-86.663452
4228.582764	-88.607613
4231.274414	-88.796051
4233.966064	-90.084000
4236.657715	-91.014549
4239.349365	-93.903290
4242.041016	-84.180992
4244.732666	-78.130150
4247.424316	-86.149605
4250.115967	-86.426819
4252.807617	-91.074890
4255.499268	-98.204193
4258.190918	-91.910782
4260.882568	-86.184471
4263.574219	-79.436089
4266.265869	-75.938721
4268.957520	-83.617599
4271.649170	-88.071220
4274.340820	-89.792763
4277.032471	-89.928894
4279.724121	-87.159508
4282.415771	-87.204536
4285.107422	-80.281998
4287.799072	-76.284653
4290.490723	-81.218132
4293.182373	-89.196037
4295.874023	-91.310089
4298.565674	-92.309433
4301.257324	-94.060303
4303.948975	-89.237160
4306.640625	-82.212646
4309.332275	-79.960136
4312.023926	-84.407478
4314.715576	-89.818100
4317.407227	-91.622734
4320.098877	-85.587822
4322.790527	-87.576782
4325.482178	-89.855568
4328.173828	-81.784241
4330.865479	-79.633759
4333.557129	-87.564117
4336.248779	-94.403198
4338.940430	-94.814140
4341.632080	-93.846153
4344.323730	-95.848831
4347.015381	-92.418327
4349.707031	-90.825035
4352.398682	-87.545326
4355.090332	-89.091118
4357.781982	-90.490494
4360.473633	-96.239639
4363.165283	-89.704384
4365.856934	-89.449760
4368.548584	-90.503563
4371.240234	-85.743507
4373.931885	-85.477493
4376.623535	-88.211609
4379.315186	-92.967056
4382.006836	-93.764969
4384.698486	-92.701874
4387.390137	-90.591553
4390.081787	-85.238327
4392.773438	-82.904137
4395.465088	-81.919739
4398.156738	-84.960083
4400.848389	-87.644066
4403.540039	-87.894386
4406.231689	-92.185005
4408.923340	-93.131935
4411.614990	-92.149879
4414.306641	-86.741074
4416.998291	-84.018066
4419.689941	-86.788155
4422.381592	-91.272110
4425.073242	-90.623825
4427.764893	-90.143120
4430.456543	-88.935692
4433.148193	-88.911095
4435.839844	-91.339699
4438.531494	-89.907478
4441.223145	-91.043945
4443.914795	-96.184921
4446.606445	-93.952141
4449.298096	-93.917999
4451.989746	-92.488235
4454.681396	-93.126694
4457.373047	-92.190826
4460.064697	-88.500870
4462.756348	-92.888504
4465.447998	-92.377205
4468.139648	-94.172363
4470.831299	-95.752548
4473.522949	-91.378616
4476.214600	-87.659882
4478.906250	-88.437218
4481.597900	-86.453621
4484.289551	-87.675224
4486.981201	-92.297745
4489.672852	-100.860291
4492.364502	-97.956474
4495.056152	-97.574944
4497.747803	-92.237473
4500.439453	-85.070869
4503.131104	-82.147964
4505.822754	-86.256775
4508.514404	-90.736404
4511.206055	-87.803047
4513.897705	-91.446693
4516.589355	-92.750496
4519.281006	-95.312538
4521.972656	-91.336365
4524.664307	-87.292854
4527.355957	-89.170418
4530.047607	-93.025528
4532.739258	-93.577087
4535.430908	-90.920677
4538.122559	-99.196022
4540.814209	-89.732239
4543.505859	-85.590698
4546.197510	-86.089981
4548.889160	-82.170921
4551.580811	-83.937462
4554.272461	-86.356514
4556.964111	-85.239113
4559.655762	-89.815323
4562.347412	-92.074593
4565.039062	-84.728783
4567.730713	-82.880135
4570.422363	-84.187523
4573.114014	-87.354103
4575.805664	-89.548294
4578.497314	-94.208717
4581.188965	-91.225204
4583.880615	-90.439857
4586.572266	-85.228455
4589.263916	-82.073647
4591.955566	-84.371513
4594.647217	-89.041290
4597.338867	-89.528641
4600.030518	-92.482620
4602.722168	-96.243599
4605.413818	-89.205910
4608.105469	-87.107651
4610.797119	-85.302963
4613.488770	-87.266747
4616.180420	-93.729523
4618.872070	-93.289841
4621.563721	-89.761787
4624.255371	-90.465912
4626.947021	-93.200813
4629.638672	-87.949760
4632.330322	-84.733292
4635.021973	-86.925560
4637.713623	-89.922585
4640.405273	-91.131180
4643.096924	-91.446701
4645.788574	-91.802673
4648.480225	-92.356285
4651.171875	-89.565720
4653.863525	-88.132057
4656.555176	-89.375832
4659.246826	-91.664619
4661.938477	-98.510414
4664.630127	-94.611366
4667.321777	-87.354103
4670.013428	-87.187790
4672.705078	-93.473282
4675.396729	-94.603043
4678.088379	-90.063705
4680.780029	-88.897072
4683.471680	-90.121399
4686.163330	-89.644089
4688.854980	-88.657036
4691.546631	-89.244980
4694.238281	-90.988586
4696.929932	-92.255287
4699.621582	-93.721512
4702.313232	-95.557518
4705.004883	-91.204781
4707.696533	-92.678368
4710.388184	-90.190735
4713.079834	-86.445427
4715.771484	-86.348839
4718.463135	-86.749191
4721.154785	-88.451340
4723.846436	-89.353043
4726.538086	-87.576988
4729.229736	-92.166008
4731.921387	-87.252617
4734.613037	-84.505898
4737.304688	-87.070587
4739.996338	-85.016609
4742.687988	-87.808685
4745.379639	-92.053566
4748.071289	-90.684151
4750.762939	-87.219666
4753.454590	-87.444168
4756.146240	-91.747040
4758.837891	-95.762657
4761.529541	-92.628166
4764.221191	-91.354782
4766.912842	-99.305214
4769.604492	-98.482712
4772.296143	-90.824448
4774.987793	-89.785599
4777.679443	-94.302803
4780.371094	-93.134689
4783.062744	-89.770035
4785.754395	-88.993225
4788.446045	-89.382523
4791.137695	-93.002327
4793.829346	-94.798378
4796.520996	-90.919762
4799.212646	-91.310188
4801.904297	-97.059662
4804.595947	-94.097771
4807.287598	-90.976753
4809.979248	-89.682228
4812.670898	-92.057022
4815.362549	-91.844948
4818.054199	-89.829079
4820.745850	-86.064514
4823.437500	-88.602478
4826.129150	-90.648575
4828.820801	-89.368843
4831.512451	-84.807106
4834.204102	-85.106857
4836.895752	-92.039040
4839.587402	-93.449303
4842.279053	-91.727516
4844.970703	-87.831902
4847.662354	-88.507904
4850.354004	-91.589828
4853.045654	-92.706009
4855.737305	-94.357124
4858.428955	-93.587303
4861.120605	-93.073906
4863.812256	-88.205956
4866.503906	-86.188499
4869.195557	-89.649773
4871.887207	-91.198601
4874.578857	-89.843010
4877.270508	-91.688385
4879.962158	-91.007133
4882.653809	-90.650124
4885.345459	-96.441208
4888.037109	-101.345413
4890.728760	-95.903442
4893.420410	-92.153801
4896.112061	-89.160149
4898.803711	-88.074394
4901.495361	-92.566963
4904.187012	-93.026505
4906.878662	-88.024147
4909.570312	-90.958992
4912.261963	-93.393623
4914.953613	-89.894234
4917.645264	-93.502266
4920.336914	-93.106705
4923.028564	-89.117668
4925.720215	-89.294441
4928.411865	-87.333412
4931.103516	-84.427872
4933.795166	-88.022453
4936.486816	-91.208466
4939.178467	-86.473564
4941.870117	-88.315437
4944.561768	-91.384941
4947.253418	-89.128464
4949.945068	-88.065361
4952.636719	-91.720436
4955.328369	-86.364479
4958.020020	-89.360435
4960.711670	-87.215096
4963.403320	-89.219643
4966.094971	-89.433182
4968.786621	-88.863914
4971.478271	-87.842354
4974.169922	-85.233665
4976.861572	-86.305984
4979.553223	-89.752235
4982.244873	-90.412186
4984.936523	-90.220451
4987.628174	-94.522171
4990.319824	-100.082687
4993.011475	-102.093018
4995.703125	-91.988983
4998.394775	-90.729515
5001.086426	-86.893456
5003.778076	-89.902687
5006.469727	-96.053764
5009.161377	-95.385170
5011.853027	-91.173531
5014.544678	-87.918671
5017.236328	-91.655533
5019.927979	-87.664116
5022.619629	-87.376221
5025.311279	-86.593842
5028.002930	-88.745934
5030.694580	-92.306274
5033.386230	-89.323807
5036.077881	-86.945740
5038.769531	-87.814980
5041.461182	-90.943893
5044.152832	-93.624924
5046.844482	-90.011345
5049.536133	-90.390274
5052.227783	-89.307365
5054.919434	-90.205673
5057.611084	-90.471710
5060.302734	-90.350731
5062.994385	-87.933517
5065.686035	-86.249115
5068.377686	-87.813362
5071.069336	-88.100716
5073.760986	-96.634445
5076.452637	-94.203918
5079.144287	-91.340958
5081.835938	-87.812027
5084.527588	-87.561958
5087.219238	-93.716843
5089.910889	-97.571999
5092.602539	-90.537697
5095.294189	-93.534508
5097.985840	-93.011536
5100.677490	-91.571594
5103.369141	-94.187454
5106.060791	-97.156494
5108.752441	-94.826553
5111.444092	-93.267891
5114.135742	-96.785721
5116.827393	-92.532303
5119.519043	-90.895546
5122.210693	-89.858124
5124.902344	-88.290855
5127.593994	-89.133171
5130.285645	-89.965469
5132.977295	-88.153458
5135.668945	-86.627365
5138.360596	-86.646339
5141.052246	-87.972527
5143.743896	-88.562485
5146.435547	-95.967117
5149.127197	-96.983849
5151.818848	-90.420731
5154.510498	-89.701157
5157.202148	-94.241333
5159.893799	-96.085609
5162.585449	-90.853760
5165.277100	-88.270638
5167.968750	-86.512154
5170.660400	-88.459656
5173.352051	-93.661278
5176.043701	-92.813560
5178.735352	-91.659225
5181.427002	-95.465828
5184.118652	-90.911484
5186.810303	-94.468575
5189.501953	-90.030128
5192.193604	-94.170601
5194.885254	-94.357681
5197.576904	-91.474304
5200.268555	-92.686203
5202.960205	-87.426826
5205.651855	-91.582298
5208.343506	-85.637909
5211.035156	-84.420647
5213.726807	-88.612366
5216.418457	-89.906479
5219.110107	-91.373291
5221.801758	-91.084267
5224.493408	-94.283051
5227.185059	-95.178940
5229.876709	-101.129440
5232.568359	-94.287636
5235.260010	-89.453819
5237.951660	-88.078354
5240.643311	-91.330269
5243.334961	-91.564362
5246.026611	-87.564758
5248.718262	-92.611893
5251.409912	-92.446480
5254.101562	-88.757347
5256.793213	-90.922440
5259.484863	-92.450356
5262.176514	-93.222137
5264.868164	-95.906090
5267.559814	-94.543564
5270.251465	-87.554321
5272.943115	-87.729935
5275.634766	-91.635727
5278.326416	-89.528358
5281.018066	-87.086540
5283.709717	-86.539047
5286.401367	-87.182854
5289.093018	-93.857147
5291.784668	-94.247894
5294.476318	-95.050049
5297.167969	-97.902504
5299.859619	-97.512283
5302.551270	-95.280579
5305.242920	-90.549889
5307.934570	-88.706718
5310.626221	-86.673317
